-1.226	1.710	-0.734	1.246	-0.869	0.602	0.512	-1.951	1.087	-2.231	0.440	0.112	0.005	0.393	0.392	0.139	-0.453	-1.332	0.899	0.332	1.357	0.911	0.341	-0.268	-0.762	0.715	0.561	0.911	0.149	-0.073	0.086	0.236	-0.376	0.159	-0.088	0.037	0.387	-0.542	-0.424	-0.860	0.211	0.202	0.442	1.602	1.639	-0.327	-1.150	-0.406	-0.233	-0.067	-0.014	-0.031	-0.154	-0.193	-0.911	-0.117	0.166	-0.001	-0.012	-0.641	0.390	0.726	0.771	-0.197	-0.885	1.156	-0.540	-0.604	-1.120	-1.221	-0.526	0.713	-0.041	0.781	0.222	-0.859	-1.579	0.023	-0.046	1.037	-1.239	0.034	-0.976	0.243	0.246	-0.821	0.035	-1.087	-1.535	0.111	-0.283
2.690	-0.531	1.433	-1.370	0.433	0.766	-0.494	-0.121	-0.707	2.097	0.461	0.129	0.173	0.441	0.303	1.458	1.961	0.020	1.427	1.533	-0.723	0.488	1.375	-0.047	-0.398	-1.691	-1.025	-0.057	0.418	0.492	1.827	-0.160	2.212	-0.565	-1.446	1.030	0.543	-0.637	-0.049	-0.476	0.842	-0.709	1.059	-1.320	-1.352	0.725	0.191	-0.693	-0.171	0.275	-0.295	0.036	0.930	1.374	0.456	-1.111	1.148	-1.755	0.035	-0.059	-0.279	0.593	-0.337	-0.194	0.886	0.308	0.394	0.375	-0.579	1.335	0.967	0.058	1.029	-0.908	-0.737	-0.111	0.912	0.418	-0.952	1.226	-0.876	0.522	-0.737	-0.849	0.145	0.079	-1.079	-0.155	0.345	0.317	-0.592
-0.373	-2.595	0.577	-0.976	0.333	-1.123	-0.323	-1.686	-0.672	0.479	0.980	-1.346	-0.904	-0.741	-0.569	0.228	-1.997	0.290	-0.485	-0.507	0.640	-0.200	0.036	0.436	1.198	-1.429	0.049	1.577	-0.878	-0.643	-1.133	0.399	-0.307	0.300	0.661	-1.388	-2.004	0.557	-0.081	-0.429	-0.546	0.698	-1.330	-0.156	1.614	0.140	0.394	-0.136	0.162	1.997	0.755	0.609	0.360	-1.368	-0.390	-1.876	1.117	0.802	-0.545	-1.826	1.995	-0.586	-1.978	-0.093	0.472	0.646	-0.286	0.850	0.325	-0.753	-0.570	0.532	-1.277	1.173	-0.689	-0.664	-0.712	-1.243	0.533	-0.506	0.129	0.660	0.362	0.102	0.926	1.384	0.255	0.394	0.371	0.081	0.267
0.322	1.706	1.042	0.894	-0.298	-0.926	0.222	2.765	-0.169	0.660	-1.678	-0.927	1.023	1.638	0.208	-0.723	0.447	1.357	0.613	-1.449	-1.102	1.161	-1.351	-0.386	-0.536	1.253	-0.719	-1.160	-2.054	-0.544	1.096	-0.914	-0.300	1.338	-0.553	0.146	0.003	0.500	-0.533	1.829	0.440	0.550	-1.457	-0.548	0.471	0.694	0.768	-0.753	0.708	-0.696	0.709	-1.135	0.043	0.748	0.798	1.688	-1.305	-0.896	0.768	0.062	-0.198	-0.114	0.555	0.223	-1.995	-0.453	0.333	-1.817	0.418	-0.214	-1.548	0.946	-0.759	-0.754	0.770	0.121	1.762	-0.546	0.416	-0.874	0.450	-1.054	-0.039	2.284	0.899	1.508	-0.766	-0.792	0.683	-1.938	-1.448
0.293	1.359	-0.926	-0.590	1.972	-0.258	0.009	-0.351	-1.413	-0.127	0.780	0.852	0.148	-1.138	-1.072	1.120	-0.595	-0.016	-0.501	-1.009	-0.392	-0.829	-0.325	0.039	2.634	0.297	0.471	0.170	0.586	-0.092	-1.484	1.178	-1.040	1.157	0.908	-0.122	-0.015	-0.655	1.597	-0.358	-1.126	-1.346	0.375	-0.594	-0.483	-0.531	-0.978	1.618	-0.243	0.509	-0.640	1.377	0.345	-1.785	0.875	1.438	-1.786	-0.289	0.221	0.626	-1.459	0.404	-1.025	1.151	0.537	-0.658	-0.127	-0.624	-0.201	0.608	1.076	-1.962	0.803	-0.915	-0.939	1.035	0.459	-0.345	0.617	0.165	1.143	-0.301	0.724	-0.224	0.180	0.355	-0.165	0.143	-1.128	-0.869	0.104
-0.848	0.194	-0.504	-0.410	-1.027	0.526	0.932	0.895	1.131	0.171	-0.567	-0.859	-0.932	0.844	0.039	-0.624	-0.046	0.339	-0.815	-0.730	-0.532	0.468	0.193	0.206	-1.819	0.435	0.752	-0.040	1.165	0.833	0.216	0.882	0.356	-1.811	1.691	0.809	0.982	-0.144	1.755	0.654	-0.898	0.404	0.449	0.730	0.998	-0.104	0.105	-1.151	0.121	-0.770	-0.598	-2.217	-1.131	-0.100	-0.388	1.285	-1.190	1.385	-0.275	-0.557	-0.115	-0.389	0.765	0.108	0.088	-1.988	0.097	-0.064	1.167	0.084	0.680	1.493	0.189	1.544	0.684	-0.357	-1.790	0.503	-0.009	-0.066	0.075	1.105	0.999	1.297	-0.363	0.235	0.904	0.220	1.556	0.965	-0.314
-0.920	-0.714	0.112	0.985	0.184	0.435	-0.340	-0.041	-0.055	-0.366	-1.068	0.483	0.168	-1.592	-0.104	-0.442	2.169	0.076	-1.114	0.479	0.708	-1.293	0.215	-0.600	-0.507	-0.204	0.889	-1.816	1.443	-0.586	-1.040	-1.311	0.896	-1.163	0.337	-0.268	0.977	1.591	-1.753	-0.792	-0.483	0.462	2.095	1.003	-0.639	-0.019	-0.093	2.373	-0.857	0.028	-0.950	0.726	0.289	-0.619	-0.596	-0.152	1.424	0.809	0.259	-0.751	-2.289	-0.989	-0.039	-0.426	1.628	0.700	1.456	0.632	-1.273	-0.992	-0.306	-0.475	0.244	0.101	0.602	-0.281	0.708	-0.168	0.024	-1.174	-0.682	-0.151	-0.171	-0.903	-1.580	0.413	-0.170	0.023	1.435	2.422	0.614
1.599	-0.254	-0.876	0.248	-1.096	-1.482	-1.525	0.889	1.792	0.057	1.191	-0.808	0.091	-0.444	0.618	0.165	0.387	-0.312	-1.515	-0.360	0.085	0.132	-0.680	-0.633	1.157	-0.889	0.048	1.142	-1.025	0.426	-1.076	-0.744	-0.033	-0.364	-2.341	-0.132	0.651	-0.361	-0.397	1.591	-0.410	-0.057	0.392	-0.254	-0.400	0.415	0.686	-0.386	0.651	0.123	0.092	0.753	-0.664	-0.720	-0.117	1.135	-1.077	0.000	1.104	2.409	0.250	0.475	-0.718	-1.282	-0.715	-0.493	-0.440	0.892	1.146	0.401	0.478	-0.460	-0.524	-1.924	0.857	-0.178	-0.276	1.413	1.276	0.894	0.482	0.658	1.303	0.821	-1.104	-1.822	-0.661	-0.788	-1.097	0.344	-0.669
0.789	-0.548	-0.363	-0.510	-0.362	0.102	0.206	0.476	-0.032	-0.134	-0.096	0.691	0.546	-1.561	-2.198	-2.428	1.400	-1.018	-0.644	0.696	0.536	-1.949	0.582	0.352	-1.158	1.851	0.309	-0.948	0.062	1.230	1.899	0.104	-1.103	0.614	-0.003	-0.494	-0.533	0.024	-1.463	1.176	0.279	0.609	-0.576	-0.077	-0.339	-0.255	1.079	-0.314	0.465	-0.821	1.155	-0.124	0.663	1.558	-0.012	-0.981	0.410	-0.010	0.169	1.399	-0.647	-0.664	0.282	0.700	0.227	-0.221	0.743	-0.416	-0.337	-0.406	0.859	-1.599	0.403	-0.243	-0.254	1.177	-1.603	0.641	0.277	-0.586	0.256	-0.640	-1.651	-0.727	0.128	-1.877	1.170	0.068	0.432	-0.965	0.549
-2.225	-0.182	1.029	-1.296	1.142	0.946	-0.533	0.596	0.462	0.578	0.475	0.927	-2.276	0.009	-0.677	0.416	-0.586	0.767	0.983	0.844	0.049	-1.048	-0.943	-0.291	-0.026	0.179	0.216	-1.562	-1.398	-1.228	-0.514	-1.138	0.362	0.469	1.812	-0.932	0.616	-0.066	2.167	0.059	0.275	-1.344	-0.306	-0.940	-1.323	-1.106	-1.021	1.395	-1.966	-1.156	-1.008	0.777	0.100	1.216	0.271	0.597	-0.113	-1.618	-0.821	1.581	-0.767	-0.039	0.424	-0.352	-0.419	0.070	0.209	1.175	0.288	2.020	0.205	-0.321	0.604	-1.596	-0.105	0.792	2.760	-0.544	-2.135	-0.573	0.766	-0.833	0.306	-2.216	1.016	0.988	-0.340	0.644	-0.474	-0.216	0.317
-0.905	-1.628	-0.886	-0.692	-0.078	0.066	-1.390	0.901	0.280	-1.293	0.491	-0.792	0.849	0.604	0.369	-0.471	-1.215	0.918	0.011	0.678	0.011	-0.795	0.055	-0.628	0.085	-1.867	-0.087	-0.300	-0.884	-1.296	0.470	0.921	-0.948	-2.531	0.041	-0.760	-1.626	0.298	-0.206	-0.299	0.192	0.433	-0.348	0.570	0.515	-0.188	-0.510	0.467	0.867	-0.367	0.442	-0.257	-0.712	-1.635	-0.038	-0.163	-0.116	1.684	-0.209	-0.494	2.673	-1.192	0.544	0.092	-0.249	0.274	0.570	0.175	0.310	0.505	-1.095	1.157	0.816	1.147	-0.213	-0.930	0.837	0.597	-1.463	-1.260	1.259	-1.429	0.284	1.968	0.482	-0.226	0.746	-0.604	1.156	-0.384	1.670
-1.234	1.218	-1.238	0.498	-1.438	1.099	-0.700	-0.448	-2.587	0.109	-0.845	-0.379	0.442	-1.076	0.081	-0.930	-1.676	1.952	1.572	0.671	0.469	-0.123	0.554	1.154	2.202	1.821	-1.678	0.146	-0.845	0.740	-1.371	-0.701	-0.323	0.211	0.448	-0.072	0.960	-0.516	-0.008	-0.423	1.095	0.711	0.006	-0.745	-1.284	-1.270	0.065	-1.567	-1.164	0.566	0.500	0.502	0.573	0.870	-0.544	-0.702	0.754	0.672	-0.379	-0.894	-0.348	0.527	0.130	0.543	1.211	0.305	-0.587	1.891	0.295	0.784	-0.073	-0.856	0.801	-1.476	1.151	1.975	0.606	-0.078	0.554	-0.319	2.125	0.590	1.158	-1.209	-0.010	-1.794	-0.002	1.622	1.440	0.248	0.346
-0.047	0.416	0.536	0.186	-0.124	-1.687	-0.072	-2.050	-0.092	-1.955	-0.211	0.496	-0.663	0.670	2.077	-0.317	0.070	-0.680	-0.141	-1.138	0.045	-0.456	-1.165	0.422	0.379	1.081	-0.256	1.329	1.027	0.077	1.641	-0.239	-0.241	-0.074	-2.169	-0.257	-0.897	0.237	0.040	-0.288	0.135	0.156	-0.562	-0.799	0.665	0.941	-0.408	-0.345	2.121	-0.580	1.770	-0.407	-0.677	0.079	0.428	-0.586	1.171	1.354	0.410	0.134	1.106	0.109	1.073	-1.714	-1.027	0.990	0.343	0.130	-1.163	-0.766	0.415	-0.359	0.500	2.703	-0.129	0.175	-0.597	-1.111	0.383	0.772	-1.514	-0.142	-1.279	-2.210	-2.017	-0.593	1.991	-0.101	-0.939	-0.686	0.930
-0.041	-1.270	1.448	-0.674	1.150	1.763	0.337	0.247	1.877	0.113	-0.500	1.866	0.553	0.128	-0.413	1.471	-0.142	-1.193	1.863	0.110	0.658	0.843	1.136	-0.119	-0.235	-0.903	-0.567	-0.408	-0.236	1.106	0.283	-0.023	-0.338	-0.729	0.578	0.138	-0.196	0.297	0.165	0.082	1.249	-0.557	0.229	-0.094	-0.791	2.320	1.600	-0.428	-0.729	0.209	0.473	-0.383	-0.324	-0.314	-0.436	-0.798	-0.324	-1.178	0.825	0.267	-0.664	0.177	2.203	0.909	-0.494	-1.204	-1.587	0.308	1.040	-0.042	-0.299	-0.099	-0.107	-0.001	0.363	0.848	-0.245	0.100	-2.348	-0.468	-0.404	0.714	-0.634	0.653	-2.812	-0.319	0.802	-0.292	-1.003	-0.775	0.687
0.408	-1.797	0.032	1.045	-0.678	-0.946	0.560	0.058	0.333	-0.454	-0.200	0.424	1.275	0.337	1.982	0.748	0.840	-0.185	-1.331	-0.148	-1.151	0.771	0.035	-0.068	0.683	-0.433	0.612	-0.062	1.365	-1.381	0.011	-0.801	0.566	1.520	-0.153	0.241	0.072	-0.626	-1.227	-0.373	-0.653	1.380	-1.920	1.064	-1.476	-0.063	-0.823	-0.257	-0.638	-1.398	-0.329	0.932	0.117	0.734	-1.203	1.446	-0.533	-0.505	-1.593	-0.522	0.160	-0.070	-1.118	-0.049	-0.039	-0.437	0.104	0.136	0.322	0.728	0.913	-1.286	-0.578	-0.938	0.300	0.642	-0.191	2.734	1.786	1.489	-0.546	-1.543	-0.063	-0.303	1.360	-0.460	0.864	1.725	-0.234	0.870	-1.208
-0.886	-1.056	-3.224	0.750	0.900	-0.498	-0.042	-0.248	0.996	-0.719	-0.332	1.129	1.092	0.901	-0.239	-0.672	-1.129	-0.777	-0.648	0.006	-1.827	1.323	1.132	0.135	-2.075	0.645	-0.287	-0.362	0.538	1.282	-0.467	0.212	0.477	0.116	-0.164	2.495	-0.207	0.067	1.710	-0.770	0.510	1.192	0.417	0.525	-1.490	0.641	0.904	2.160	0.477	-0.171	0.042	0.099	0.538	1.602	1.878	-0.346	-0.045	-0.831	-1.316	-1.584	-0.590	0.962	0.147	-1.454	1.313	0.165	-1.533	-0.789	1.359	-0.465	-0.809	-0.204	-0.839	1.505	-1.227	-1.174	0.768	-0.465	1.420	0.311	0.390	-0.558	1.814	-2.274	0.749	1.226	-1.012	2.049	-1.225	0.215	-0.926
-0.186	1.085	-0.606	-0.759	-0.779	0.483	0.879	-0.492	-1.220	-0.423	0.677	2.455	0.351	-1.078	0.726	-0.338	-2.778	-0.826	-2.279	0.530	0.179	2.552	-2.538	0.441	-0.578	1.203	-0.275	1.194	0.394	-0.724	-0.457	0.544	-0.810	0.836	-1.017	-1.237	-1.197	0.314	-1.335	0.733	1.046	-0.957	-0.107	-1.386	-2.062	-1.279	1.021	0.198	0.391	1.480	-1.292	-0.885	-1.596	-1.589	0.685	-0.218	-1.126	0.295	-1.555	0.363	1.159	0.977	0.036	0.002	1.552	-0.283	0.259	-0.175	-1.011	-0.607	-0.641	-0.953	-2.683	0.710	0.929	-0.672	-0.489	0.080	-1.068	-0.394	-0.609	1.433	-1.157	0.287	-0.548	2.022	-0.177	0.321	-0.897	-0.624	0.722
-0.611	0.461	0.691	0.107	0.754	0.588	0.707	-0.699	0.105	1.284	0.172	-1.554	-0.782	0.956	-0.220	-0.948	0.883	-0.208	-0.791	0.487	1.014	0.229	-0.020	-0.699	-0.232	1.390	-1.775	-0.824	0.333	-1.014	0.895	0.541	1.283	-1.457	0.061	2.373	0.341	0.220	-0.845	0.790	-0.436	-1.000	0.166	0.421	2.195	0.721	-1.234	0.552	1.750	0.001	-2.925	-0.018	-0.001	0.155	0.282	-0.523	0.755	-1.235	1.697	1.212	1.606	-0.322	-0.068	1.103	0.420	-0.497	-1.203	-0.184	0.720	0.546	-0.113	-0.661	1.709	0.197	0.294	-1.194	-0.290	-0.571	-0.311	-0.526	0.857	1.512	1.501	0.186	-0.163	0.110	-1.148	-1.113	0.496	-1.032	-0.498
